Fur,Size,Shape,Ears,Tail,Vocal,Behavior,Legs,Eyes,Habitat,Class
-1.24,0.38,-1.91,-0.69,-0.87,0.81,0.08,1.56,-1.3,-0.19,rabbit
0.96,-0.01,-0.86,1.0,-0.56,0.26,0.3,0.49,0.53,0.78,dog
-0.15,0.62,1.46,1.89,-1.93,0.64,2.28,1.55,-1.4,-0.51,rabbit
0.23,0.14,-0.24,-0.24,-0.77,0.17,1.11,0.28,0.15,-1.51,dog
0.58,0.39,1.67,-0.35,-0.54,-0.54,-1.43,-1.26,0.46,-1.84,cat
0.42,-0.09,0.48,-1.88,-1.1,0.76,0.03,-1.28,0.66,1.0,cat
-1.05,1.26,-0.57,1.39,-0.94,1.12,-0.71,0.69,-0.2,0.17,cat
-0.0,0.52,-0.74,-0.66,0.21,0.48,0.72,1.65,-0.49,0.13,dog
-2.09,1.16,-0.47,0.66,-1.43,-0.08,-0.13,-0.9,-1.88,-0.06,rabbit
1.09,1.09,-0.8,0.15,0.89,-0.79,-0.0,1.08,1.87,1.16,cat
-0.36,2.89,3.14,0.44,-1.44,-0.89,0.58,-0.58,-0.08,-2.0,rabbit
-0.08,1.46,-1.68,-0.5,1.97,-0.74,0.24,-0.65,2.3,-0.33,rabbit
-1.15,1.25,0.36,1.59,0.22,1.1,-0.26,0.37,-0.18,-0.72,dog
-1.04,-1.52,0.79,-0.55,1.57,0.27,0.11,-0.6,-0.72,-0.05,cat
-0.67,0.17,-0.07,-0.67,0.09,-1.66,1.62,0.34,0.26,-0.6,dog
-0.79,1.54,0.63,-0.04,0.54,1.55,-0.2,-0.69,1.24,0.83,cat
-1.1,-0.52,0.16,0.56,-0.71,0.86,0.47,0.18,1.1,-0.52,dog
-1.64,-0.8,-1.15,0.89,-0.08,-1.16,-0.11,0.7,0.58,1.71,cat
-1.02,-0.31,-0.36,0.59,2.02,-0.12,-2.85,-0.21,0.68,-0.11,rabbit
1.93,-0.05,-0.81,-0.4,-0.57,0.07,0.49,-1.01,-0.06,-1.44,cat
-0.68,0.04,0.31,-0.09,-0.96,1.45,-1.19,0.87,0.05,-0.81,dog
0.07,-0.23,0.49,-0.87,-0.47,-1.02,-0.37,-0.66,-0.11,-1.08,dog
0.17,0.14,-0.87,-0.31,-0.89,1.56,0.99,-0.62,1.34,0.97,cat
-1.43,-1.14,-0.17,0.59,-0.03,-0.08,-0.65,0.07,0.8,1.1,dog
1.16,-0.17,1.85,0.92,-0.1,-1.8,-0.97,0.32,-0.44,-0.02,cat
1.4,-0.3,-2.58,0.52,0.76,-1.47,0.09,0.28,0.34,-0.46,rabbit
0.93,1.01,-0.12,0.67,-0.79,0.06,1.58,-0.0,-0.17,-0.08,dog
2.25,0.38,-0.82,-0.42,-0.54,-0.51,0.2,0.55,2.13,-0.55,rabbit
-0.16,2.38,0.76,0.04,0.3,-1.14,0.73,0.25,0.93,-1.01,cat
-1.25,-0.93,0.88,0.01,0.71,0.66,0.8,0.76,0.63,0.84,dog
0.6,1.53,0.05,0.0,1.41,-1.17,1.0,1.01,0.66,-0.62,cat
-0.19,-0.06,0.49,-0.68,-0.08,-0.3,0.42,0.78,-0.96,0.59,dog
1.62,-0.61,-0.53,-1.07,0.87,-2.3,1.74,-0.76,0.32,-0.25,rabbit
-1.54,0.02,-0.68,0.41,0.31,0.08,-1.52,1.94,-0.08,-0.16,cat
-0.39,0.56,-0.48,-0.88,-1.27,-0.48,1.95,1.13,-1.27,-2.12,rabbit
1.25,-0.46,0.3,0.13,-1.54,-1.54,1.34,0.04,1.64,1.8,rabbit
0.02,-1.48,-1.59,1.2,-0.09,-0.67,-0.72,0.27,-1.43,0.5,cat
-1.85,0.25,-0.9,0.99,-0.77,0.21,-0.15,0.61,0.0,-0.45,dog
-2.14,-2.15,-0.75,-0.73,-0.95,1.75,0.98,0.91,-0.71,0.85,rabbit
0.59,0.03,0.7,0.37,-0.76,-0.9,-0.68,-1.25,1.26,-1.17,dog
0.21,1.58,-1.78,1.63,-1.68,1.6,2.14,-1.25,-0.71,-0.01,rabbit
-0.05,0.4,-0.27,-1.06,-0.62,0.63,0.48,-1.07,-0.12,0.59,dog
0.44,-0.13,0.13,-0.28,-1.53,-0.32,-0.27,-0.68,1.96,0.21,dog
-0.05,-0.63,-0.7,-0.62,1.31,0.55,-0.53,-1.06,-0.36,1.54,dog
-1.09,-1.44,-0.01,-2.57,0.96,0.83,1.68,1.31,-0.21,0.33,rabbit
1.69,0.2,0.17,-1.16,0.69,-0.76,-0.81,0.56,0.18,1.11,dog
0.69,0.48,0.87,-0.76,1.45,0.32,1.36,-0.47,0.67,0.99,cat
-1.68,-0.74,-1.38,0.11,0.06,-1.49,-0.03,-0.29,0.24,-0.64,cat
0.97,-0.41,0.88,-1.43,0.22,-0.48,0.54,-1.38,-0.15,-0.51,dog
-1.9,0.09,0.41,0.86,-0.9,0.32,0.32,-0.02,0.15,0.46,dog
0.33,-1.81,-0.14,0.53,0.1,-0.26,-1.9,-0.05,1.06,-0.25,cat
0.12,-1.72,0.74,-0.86,-0.4,-1.32,1.38,1.01,-0.47,0.65,cat
-0.13,0.28,-0.5,-0.31,0.24,-1.62,1.03,0.13,1.17,0.31,dog
1.39,0.23,0.57,0.2,-0.19,-0.36,0.1,0.15,1.16,0.35,dog
-0.73,1.58,1.73,0.36,-0.27,-0.43,2.05,-0.69,0.89,-0.24,rabbit
1.4,-1.49,0.05,-0.9,-0.15,-0.36,-1.16,0.66,0.84,0.96,cat
1.13,-0.3,0.95,0.97,-0.58,-1.63,-1.74,1.41,3.13,0.46,rabbit
1.17,0.68,-0.67,2.5,-3.03,-0.79,-0.67,-0.51,0.95,0.94,rabbit
-0.29,0.29,0.08,0.46,-2.2,-0.21,-1.13,1.56,2.01,-1.15,rabbit
-1.1,-0.86,0.86,0.97,-0.0,1.5,1.0,1.21,-1.67,-0.46,rabbit
0.18,-0.62,-0.76,-0.29,-0.6,0.46,-0.42,0.02,1.38,-1.7,dog
1.89,1.11,-0.92,-1.36,0.35,1.13,-0.95,0.07,-1.05,0.06,cat
-0.13,-0.77,-1.5,-0.27,-0.35,-0.04,0.09,1.19,0.21,0.01,dog
0.35,-0.11,-2.16,1.02,-0.82,1.37,0.84,-0.44,0.37,-0.2,cat
0.44,1.12,-1.0,-0.11,1.45,-0.62,-2.04,-1.94,-2.51,-2.11,rabbit
-0.37,0.08,1.57,0.61,0.14,0.11,0.38,-0.65,-0.06,1.4,dog
-0.31,-0.34,-0.7,1.6,-0.49,-1.1,0.39,-1.16,-0.07,-0.65,dog
0.38,-0.32,-1.76,1.45,-0.17,0.35,1.33,-1.62,1.0,1.18,rabbit
1.5,-0.11,-1.23,-0.38,1.48,0.53,-0.23,-1.07,1.4,-0.52,cat
-0.27,-0.31,-0.45,0.73,1.06,0.15,0.73,1.17,1.11,-0.29,dog
-1.08,1.95,0.42,0.81,-0.61,-0.4,0.36,0.03,-1.38,0.08,cat
0.75,-0.58,1.75,0.48,1.06,-0.02,-0.03,0.43,-0.03,1.58,cat
0.83,-0.63,1.29,0.67,0.37,0.79,-0.27,0.73,-0.67,0.44,dog
-1.6,0.77,0.96,-1.79,-1.12,1.04,-0.23,-0.56,1.09,0.92,rabbit
1.08,-0.69,-0.43,-0.6,-0.91,-0.62,0.26,-0.59,0.88,0.12,dog
-1.09,-0.51,-0.16,2.17,0.59,0.6,0.36,0.23,0.02,-1.82,cat
1.18,0.82,-1.14,-0.26,0.4,-1.76,0.48,-0.3,1.64,0.61,cat
-1.44,-0.5,0.16,0.88,0.32,-2.02,-0.31,0.83,0.23,0.76,cat
0.46,-0.68,0.3,0.55,1.55,0.77,0.21,-0.08,-0.52,0.04,dog
-1.26,-0.82,0.43,-0.68,1.91,0.91,0.75,1.03,-0.38,-0.82,cat
-0.09,0.9,-0.88,-0.91,-1.49,-0.13,-0.34,0.34,0.79,-0.28,dog
0.61,-0.08,-0.14,0.79,-0.3,-0.06,-1.39,-0.24,-1.24,-0.94,dog
-0.31,-0.44,1.81,-0.81,0.25,-2.09,0.84,0.51,1.01,-0.66,cat
-0.46,-0.05,1.37,-1.15,0.46,-0.37,0.27,-0.27,0.38,1.73,dog
0.04,-1.68,0.89,0.96,1.85,-0.28,-0.79,0.11,-0.28,-1.17,cat
0.21,1.45,1.19,1.12,1.23,-1.32,1.72,-1.17,-0.11,0.7,rabbit
0.66,-0.11,-0.4,-1.27,-1.42,0.06,3.08,-0.89,1.88,-0.32,rabbit
1.12,-0.12,0.94,1.47,1.42,-0.1,-0.95,-0.91,0.08,-1.03,cat
-0.58,-0.23,-0.53,-0.8,1.03,-0.66,-0.05,0.21,-0.63,0.61,dog
0.22,-0.87,0.89,-1.5,0.48,-0.7,0.03,-0.85,-0.03,-0.98,dog
-0.82,0.28,1.03,0.81,1.03,0.58,1.67,0.67,0.6,1.5,cat
0.1,1.03,0.22,-0.54,-0.68,1.51,-0.77,-0.3,-1.67,0.33,cat
-1.41,-1.12,-1.71,-0.42,-0.31,1.62,-1.27,-1.04,-0.39,-1.45,rabbit
-0.91,0.01,0.05,1.36,-1.09,-0.17,-1.41,1.29,1.1,0.76,cat
0.76,-2.31,-0.32,-1.07,0.31,-0.31,0.64,0.43,-1.81,0.52,rabbit
1.22,-0.12,-1.15,1.9,0.46,0.65,0.14,-1.34,-1.59,1.26,rabbit
-0.84,-1.31,-0.56,-1.25,1.3,-1.9,-0.96,-0.88,0.48,0.25,rabbit
0.34,0.12,0.36,0.53,-0.48,-0.37,-0.66,-0.63,1.88,0.78,dog
0.83,0.62,0.68,0.91,-0.86,-0.68,-0.24,-0.89,0.25,-0.66,dog
-0.13,1.99,-1.28,-1.34,0.35,-0.21,-1.77,-0.31,-0.71,1.13,rabbit
0.38,-0.82,-2.12,-1.42,1.11,-0.94,0.78,2.41,0.88,-0.1,rabbit
1.83,-0.13,-0.5,1.27,-1.15,-0.7,1.09,-0.25,-0.87,-0.4,cat
0.49,-1.04,-1.74,1.39,-0.96,-0.59,-0.29,-1.2,-0.55,0.63,cat
-0.55,0.24,1.33,-1.12,1.04,0.1,-0.99,-1.68,-0.0,0.79,cat
0.41,0.29,-1.89,-0.71,2.54,1.11,1.21,-1.47,-1.41,0.56,rabbit
0.08,0.71,-0.72,-0.21,0.05,-0.48,1.88,1.23,1.54,-0.54,cat
0.41,-1.12,0.01,0.3,0.23,2.05,0.35,-1.34,0.06,0.15,cat
0.14,-0.05,-0.02,1.81,0.4,-0.83,-0.05,-0.97,1.8,-0.45,cat
-1.19,-1.33,1.09,-0.34,-1.73,0.27,0.22,0.3,-1.59,-0.39,cat
-0.63,-2.86,0.73,-0.35,-0.08,2.22,-0.07,0.93,0.07,1.96,rabbit
0.61,-0.15,-0.07,0.91,-1.21,-0.31,-1.2,-1.59,-1.18,-0.69,cat
-0.12,-0.28,-2.29,2.14,-1.47,0.98,1.68,-0.65,1.76,1.79,rabbit
-0.63,0.95,-0.19,-1.17,0.44,1.4,2.2,-1.86,-0.51,-0.31,rabbit
-1.48,0.29,0.36,0.39,0.16,-1.04,-1.11,-0.39,0.82,-0.52,dog
1.33,0.79,2.06,1.73,0.36,-0.24,-0.03,0.26,-0.94,0.35,cat
-0.62,1.12,-1.04,-0.67,0.66,-0.29,-0.8,0.57,1.38,-0.21,dog
-1.3,-0.99,-0.06,0.1,-1.23,-0.37,0.91,-0.73,0.47,-0.96,dog
0.86,0.81,0.01,1.03,0.42,0.12,-0.33,1.6,1.88,-0.05,cat
2.02,1.54,0.02,1.35,-0.28,-1.73,0.36,-0.32,0.89,1.0,rabbit
0.02,-0.47,0.85,-0.41,1.83,0.56,2.14,-0.79,-1.76,0.71,rabbit
-0.93,-0.18,-0.49,0.13,-0.27,-0.13,1.02,1.23,-1.18,-0.46,dog
0.85,0.14,-0.14,0.22,-0.67,0.77,0.34,-3.04,-0.79,-1.01,rabbit
-2.62,-0.23,1.01,0.04,-0.74,-0.55,-0.96,1.06,1.28,0.62,rabbit
-0.32,1.44,0.19,-0.97,-0.29,-0.6,-0.75,0.35,-0.04,0.26,dog
-0.14,2.65,-0.66,0.28,-0.61,0.73,-0.89,0.08,0.07,0.42,cat
1.45,0.07,0.62,0.68,-1.11,-1.62,-1.3,0.69,0.85,-0.51,cat
1.73,-1.06,0.11,0.59,0.15,-1.61,-1.58,1.27,1.19,-0.9,rabbit
1.41,-0.11,0.58,-0.89,0.3,-0.72,-0.3,-0.89,-1.14,0.43,dog
-0.22,0.35,-0.27,-0.78,-0.88,-0.95,-0.49,-0.24,0.39,-1.13,dog
-0.13,-0.41,1.74,0.55,-0.59,0.83,1.59,0.67,-0.73,0.98,cat
2.32,1.37,0.6,0.46,-2.44,0.05,-0.34,-0.77,1.06,0.7,rabbit
0.56,-0.43,-0.03,0.65,-0.48,0.19,-0.15,-0.69,-0.04,1.68,dog
0.97,0.73,3.32,-0.6,-0.38,-1.01,0.44,-0.69,-2.7,-1.21,rabbit
0.22,-1.97,0.14,-0.8,0.69,1.64,0.79,-0.41,-1.14,-0.04,cat
1.34,-1.53,-0.5,0.25,-0.05,-0.14,0.37,0.11,-0.54,0.72,dog
-0.78,-1.01,0.89,0.95,-2.17,-0.62,0.96,2.42,2.15,0.94,rabbit
0.14,1.51,-0.12,-1.31,-0.8,-1.27,-0.1,0.22,0.32,1.43,cat
0.75,-0.08,0.77,-1.48,-1.04,0.55,1.49,0.03,0.22,-0.82,cat
0.88,0.9,0.18,-0.23,-0.44,0.68,1.09,1.06,-0.03,0.77,dog
1.06,-1.71,1.66,1.42,0.05,0.65,0.61,-0.74,0.16,0.78,cat
2.86,-0.33,-1.49,-0.77,0.25,-1.36,0.32,0.25,-0.07,-0.54,rabbit
0.99,1.04,1.57,-0.37,-0.11,0.8,-0.75,0.05,-0.7,-2.33,rabbit
-1.08,-1.18,1.31,0.56,0.35,0.44,0.04,-0.47,0.34,1.39,dog
-2.12,-0.14,1.32,1.21,1.16,-1.11,-1.23,-0.14,-0.02,-0.46,rabbit
-0.46,-1.83,0.4,-1.55,1.5,-0.34,-1.62,-0.98,-1.53,0.47,rabbit
-0.13,0.68,0.97,0.26,-0.19,1.44,-0.88,0.36,0.08,-0.99,dog
0.2,1.69,2.16,0.38,-0.6,0.72,1.23,0.57,-0.12,2.21,rabbit
-0.08,0.68,-0.73,0.2,-0.44,-0.32,-0.61,-0.41,-0.37,0.18,dog
0.62,-2.1,-0.21,-0.68,-1.05,0.24,-0.79,-1.09,-0.58,-1.54,cat
0.36,0.85,-0.12,-0.68,-1.07,-0.08,0.57,0.46,-0.02,-0.6,dog
-0.34,1.67,0.73,0.43,0.8,0.45,-0.9,-0.03,-1.19,-0.47,dog
-1.3,-0.42,0.62,0.95,-0.07,0.29,0.61,-2.59,0.64,-2.08,rabbit
0.74,-0.28,-1.4,-0.53,0.95,1.12,1.92,2.24,0.54,0.55,rabbit
-1.19,0.58,-0.89,-0.21,-0.53,0.38,0.13,-0.33,-0.3,-1.53,dog
0.24,-0.1,1.24,1.37,-1.85,0.04,1.15,-0.22,-2.23,-0.44,rabbit
1.26,-0.62,1.49,-0.08,0.29,-0.01,1.15,-0.08,1.27,-0.87,cat
-0.55,-0.6,1.23,-0.1,-0.37,1.89,0.19,-1.23,0.11,-0.22,dog
0.32,0.17,-0.88,-0.04,-1.54,0.42,0.89,-0.73,-2.0,-0.13,cat
-1.24,0.52,0.32,1.92,0.74,-1.13,-0.79,0.96,-0.19,-1.2,cat
0.75,0.87,0.72,0.93,0.88,0.18,1.15,0.57,-0.89,-0.1,dog
0.64,-0.37,2.75,-1.38,-0.86,-0.68,-0.31,-0.33,0.56,2.87,rabbit
-0.78,0.15,0.66,0.23,-0.46,-1.34,-0.89,-0.82,0.71,0.34,dog
1.01,0.92,-0.2,0.81,-0.7,-0.54,0.16,-0.19,-0.45,-0.67,dog
-0.25,1.4,0.44,-0.42,1.01,0.21,-1.43,0.63,0.3,-1.86,cat
1.16,0.21,1.31,-0.02,-0.48,0.26,0.53,-1.29,0.18,1.17,dog
1.49,-0.1,-1.62,-0.84,-0.39,1.38,2.73,-0.11,0.32,1.25,rabbit
2.14,-1.52,0.73,0.12,0.79,-1.24,-0.36,0.26,-2.5,0.75,rabbit
-0.41,-0.4,-0.03,-0.47,-2.7,-0.41,-0.84,0.13,-0.75,-0.08,cat
2.11,0.44,2.4,0.53,-1.01,0.8,-0.17,0.68,-0.61,0.9,rabbit
0.12,1.43,-0.41,0.39,1.48,-1.74,-1.01,-0.22,0.52,-0.38,cat
0.5,1.34,-0.04,-1.42,-0.49,-1.49,0.41,0.34,-0.42,1.46,cat
-0.72,-0.48,-0.27,1.3,-0.38,-0.32,-0.6,-0.83,0.69,-0.48,dog
0.65,-0.88,0.89,0.21,0.44,-0.58,1.0,0.64,-1.52,-0.26,dog
-0.98,1.97,0.67,1.14,-0.84,1.13,0.49,-0.87,-2.37,-0.51,rabbit
1.11,-0.09,-0.6,-0.06,-0.36,-0.73,-1.65,0.4,-1.14,-0.12,dog
-1.22,-0.03,0.03,-0.35,0.82,-0.9,-0.03,1.87,0.52,-0.25,dog
-0.42,-1.26,0.48,0.97,-0.18,-1.23,-0.15,2.24,0.11,0.9,cat
0.3,1.86,2.14,-0.49,-1.06,0.77,0.59,0.8,-0.5,-1.02,rabbit
-0.07,-1.87,0.06,1.04,-0.79,0.47,0.95,-0.16,0.5,-1.42,cat
0.69,-2.4,-0.15,0.08,-0.69,-0.36,0.07,0.23,0.65,-1.54,cat
0.21,-0.04,1.19,-1.74,-1.29,0.76,-0.8,-0.59,-1.08,0.24,cat
-0.25,0.14,-0.39,0.92,0.57,1.87,1.39,-0.31,0.17,-1.13,cat
-1.75,0.69,0.52,-0.76,-0.57,-0.68,0.23,0.92,-1.54,0.48,cat
0.11,2.22,1.73,-0.83,-1.25,-0.51,1.43,-0.31,-0.41,-1.87,rabbit
-0.81,0.11,0.0,0.59,3.11,-0.01,1.12,1.18,-1.16,-0.61,rabbit
-2.09,0.08,1.06,0.23,0.8,-0.52,-1.54,0.11,-1.2,-0.29,cat
0.67,0.9,0.34,-1.58,1.61,0.62,-2.36,-0.9,-1.06,-0.78,rabbit
1.24,-0.61,0.56,1.02,0.68,-0.88,0.21,-0.77,0.09,0.48,dog
0.45,1.45,-2.78,0.8,-1.04,-0.04,2.21,0.71,-0.07,-1.81,rabbit
-0.66,0.41,0.03,-1.59,1.14,-0.51,0.65,-0.12,-0.07,-1.34,dog
-1.27,0.99,1.24,-0.21,-0.3,0.65,-0.17,-1.31,-0.83,1.73,cat
-0.54,-0.52,1.35,0.23,0.51,1.18,-1.85,2.35,1.07,-1.89,rabbit
-0.99,0.32,-0.3,-2.17,-1.14,-1.79,0.6,0.11,2.3,1.1,rabbit
-1.04,0.52,0.47,1.32,0.96,-0.08,1.53,0.69,1.72,-0.8,cat
1.59,0.68,0.09,-1.73,0.35,-0.85,0.13,-0.5,-0.56,1.12,cat
0.04,-1.24,-0.3,-0.35,-1.09,-0.28,-1.6,2.22,0.17,0.43,cat
0.52,-0.42,0.38,0.84,-0.34,-0.24,0.54,-0.84,0.78,1.36,dog
-0.61,0.83,-2.71,0.3,0.17,1.37,0.27,-1.29,1.28,0.55,rabbit
0.16,0.71,0.37,1.67,-1.36,-0.98,0.41,2.78,-0.61,0.55,rabbit
-0.0,-0.06,0.96,0.44,0.33,-0.29,0.82,-0.28,0.05,0.22,dog
0.16,-0.14,-1.38,-0.02,0.07,-1.53,-0.27,0.19,-0.37,1.52,dog
0.3,-0.13,-2.25,2.89,2.74,-0.51,0.83,0.09,0.25,0.34,rabbit
-0.01,-0.3,-0.43,0.11,1.38,-0.73,0.25,-0.28,-0.74,0.27,dog
-0.05,0.39,0.22,0.41,0.23,-1.16,0.71,0.05,0.39,1.89,dog
0.37,-1.54,0.12,-0.81,-1.57,-0.3,1.93,0.82,0.04,0.06,cat
2.5,1.4,0.8,-0.05,0.87,0.34,-0.57,1.81,-1.02,0.4,rabbit
2.12,0.84,-0.74,0.07,0.37,-0.02,0.5,-0.41,-1.68,1.4,cat
0.47,0.96,0.28,0.76,0.15,0.53,0.25,0.99,1.07,-0.53,dog
1.11,-0.54,0.14,0.47,0.39,0.01,0.04,0.19,-0.38,-0.85,dog
0.51,-1.78,0.65,0.49,0.76,0.36,-1.43,0.13,0.31,0.16,dog
0.09,2.58,-2.3,-0.44,-0.17,1.12,-0.75,-0.94,-0.25,0.31,rabbit
1.35,0.53,-0.65,2.28,-0.54,-0.31,1.57,-0.89,0.09,-0.6,rabbit
0.3,-0.35,-1.14,-0.35,-0.21,0.59,0.84,0.93,0.29,0.89,dog
-1.78,0.42,-0.08,0.07,-1.39,-0.82,-0.6,0.65,0.9,0.28,cat
0.49,-0.76,-1.29,1.46,0.82,-0.03,-0.73,0.17,-0.54,-0.95,dog
0.32,-1.09,1.7,0.15,0.87,-1.02,1.21,0.4,-1.52,0.64,cat
-1.92,0.12,-0.3,0.51,-0.47,-0.89,0.63,-0.4,-0.05,0.65,dog
0.22,-0.12,-0.64,-1.41,1.38,0.15,1.36,0.45,-0.05,-0.19,dog
0.55,-0.27,-0.84,0.11,-0.85,0.02,-1.54,-0.33,-1.9,1.86,rabbit
-1.69,-1.05,-0.83,-0.93,0.11,-2.13,0.35,-1.54,-1.46,-0.4,rabbit
1.11,1.52,-0.03,-1.2,-1.69,-0.18,-1.13,0.21,2.37,1.17,rabbit
0.45,1.65,1.91,1.55,0.14,0.1,-0.18,-0.51,-0.16,-1.41,rabbit
-0.28,0.53,-2.05,0.21,1.11,0.75,0.22,-0.78,0.07,-1.19,cat
-1.34,-1.29,-0.78,-0.03,0.47,-0.05,-0.4,1.25,-0.98,-0.28,dog
-1.18,-0.47,1.06,1.27,-1.08,-0.5,-0.46,-0.6,0.82,-0.38,dog
0.47,1.86,-1.36,0.75,0.12,0.33,0.8,-0.27,-0.21,1.48,cat
-0.24,-0.19,-0.19,0.46,0.5,0.72,-0.1,0.64,-0.12,-0.53,dog
0.03,-1.01,-0.88,0.32,-0.56,-0.2,2.15,0.37,1.19,0.44,cat
0.68,1.18,0.17,0.23,-1.8,-0.77,-0.62,-0.15,-1.4,-1.3,cat
0.04,-0.45,-0.66,-0.08,0.42,0.79,0.38,-0.19,1.21,0.37,dog
0.44,-0.4,2.34,-1.84,-0.85,0.17,-0.72,-0.44,-0.39,-0.39,cat
-1.64,0.0,-1.06,-1.96,-0.6,0.1,-0.3,0.55,1.47,0.81,cat
-1.0,0.72,1.59,-0.82,-0.67,0.4,0.9,0.26,-1.71,0.73,cat
0.67,-0.03,-0.84,0.11,0.43,-0.36,0.6,0.31,0.33,-2.03,dog
2.23,-1.87,-0.59,0.15,-0.88,0.34,-0.03,-1.28,0.04,-1.85,rabbit
-0.41,1.28,-0.44,0.32,-0.11,0.01,-0.17,-0.17,0.46,-1.18,dog
-0.83,0.58,0.71,1.78,-0.46,1.67,1.36,-0.65,-0.15,0.46,cat
0.16,0.15,-0.66,-1.84,2.42,0.19,-0.97,-1.07,-1.99,0.25,rabbit
-0.63,0.7,0.97,0.22,-0.08,-0.3,0.95,-1.25,0.14,-1.12,dog
0.52,-0.48,1.5,-1.37,0.07,0.49,1.29,-1.53,-3.06,0.12,rabbit
-0.3,-0.08,-1.43,1.11,0.79,0.38,0.71,0.79,0.53,-0.38,dog
-0.22,-0.33,-1.31,-0.7,0.67,-0.71,0.2,0.05,1.05,-0.72,dog
-0.13,0.7,2.28,-0.63,0.46,-0.25,-0.87,0.38,-1.25,-0.55,cat
-0.61,0.64,-0.02,0.28,-1.26,0.93,-1.88,-2.37,1.01,-0.57,rabbit
1.76,-1.39,-2.2,0.93,0.3,-0.56,0.42,0.73,1.91,-0.13,rabbit
-0.28,-0.79,-0.37,-0.56,1.81,-0.86,-1.15,-0.62,1.09,-1.94,rabbit
1.0,0.59,0.43,-1.19,1.11,0.49,0.21,2.5,-0.52,-0.45,cat
-0.82,0.9,-0.79,0.73,-0.17,-0.02,-0.44,-0.45,-0.8,-1.11,dog
0.48,0.48,-0.88,0.23,-0.46,0.38,0.6,0.58,-0.32,-1.25,dog
-0.55,1.04,-0.81,-0.05,1.74,0.71,0.39,-1.21,-0.76,0.75,cat
-0.46,0.26,1.39,-0.95,-1.93,0.72,0.7,-0.27,-1.07,-2.84,rabbit
1.18,1.56,2.05,0.69,0.44,0.55,-0.09,0.03,0.02,-0.5,cat
-1.26,0.21,-0.59,0.21,-0.3,0.39,0.65,-0.35,0.67,-0.29,dog
-1.81,-0.19,0.79,-1.72,-0.28,-0.27,-0.94,1.09,-1.61,0.22,rabbit
1.16,-0.68,-0.03,0.32,-1.1,0.08,0.86,-0.24,1.3,1.09,dog
-0.06,0.32,-0.68,-0.21,-1.17,-0.41,-0.33,-0.93,-0.49,-0.86,dog
1.49,0.7,-0.89,-0.17,0.06,-0.88,1.24,-1.26,0.27,-0.94,cat
0.29,1.07,-0.7,-0.58,-0.85,0.78,1.63,0.26,-0.62,-0.52,dog
-0.06,-0.54,-0.36,0.74,-1.66,-0.53,-0.38,0.95,1.01,0.23,dog
-0.38,0.15,-1.33,-1.61,-0.16,-0.32,-0.77,-0.66,1.19,-0.33,dog
-0.71,2.61,-1.71,0.76,0.11,-0.34,-0.05,0.1,1.38,0.38,rabbit
0.72,2.12,1.2,0.52,-0.55,-1.01,-0.98,-0.09,-1.21,-0.64,cat
0.09,0.16,-0.74,-0.08,0.22,-1.92,1.48,-0.46,0.15,-2.34,rabbit
0.85,-1.37,-1.01,1.74,-0.29,-2.0,-0.84,0.32,-1.16,-0.06,rabbit
1.12,0.11,-0.79,-1.27,1.87,-1.2,-1.47,-0.17,-0.69,0.34,cat
-1.7,-0.08,-2.39,0.3,0.05,0.74,2.16,-1.29,1.22,0.46,rabbit
0.25,0.26,-1.62,1.16,-0.65,0.44,1.67,-1.4,0.1,0.87,cat
-0.07,-0.24,0.98,1.96,1.5,-0.69,-0.65,0.65,0.3,2.09,rabbit
-0.29,-0.98,-0.26,1.4,1.06,-0.63,0.32,-0.2,-0.94,-0.87,dog
-1.3,-0.75,0.77,1.86,0.06,0.94,0.61,-0.51,0.09,0.34,cat
1.51,-0.12,-1.51,-0.65,0.84,-1.31,-0.11,-0.45,1.15,1.09,cat
-0.21,-0.78,0.34,0.95,-1.45,0.03,0.88,1.46,-0.81,1.03,cat
-1.5,0.43,-2.09,1.16,-1.41,0.03,0.47,-0.64,1.16,-1.37,rabbit
-2.85,0.82,-0.27,-0.69,1.12,0.25,0.78,-0.6,1.25,-0.24,rabbit
-1.41,0.39,-0.18,1.16,0.21,-0.37,-0.48,1.73,-0.78,0.98,cat
-1.18,0.02,0.6,0.97,-0.06,-0.34,-0.63,1.25,-1.18,-0.29,dog
1.47,-0.59,1.84,0.91,0.45,-0.76,0.28,0.27,0.38,-0.42,cat
0.04,1.74,-0.89,-0.59,0.46,0.17,-0.49,-0.75,-0.01,-0.47,dog
-0.5,-1.41,-0.94,0.23,-0.54,-0.25,0.39,0.88,-0.85,-0.01,dog
0.04,1.1,0.53,-1.01,0.07,-1.08,0.13,1.18,0.87,0.7,dog
-0.19,-0.79,-0.57,-1.65,2.13,-0.03,2.38,-0.07,-1.62,1.86,rabbit
